id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
wc_post_id_8644,"Grade 9 French BookSet New","Buy New Book SET for Grade 9 
 
The Bookset Includes following title as per syllabus 2022-23 : Subject to availability 
 
 
 
English Book Beehive - 9 
 
 
English Book Moments - 9 
 
 
Mathematics - 9 
 
 
Science Text Book - 9 
 
 
Entre Jeunes Textbook -1 
 
 
Cahier D Exercises Work Book -  1 
 
 
India And The Contemporary World - I 
 
 
Democratic Politics  I 
 
 
Contemporary India  I 
 
 
Under Standing Economic Development  I",https://www.swiddly.com/wp-content/uploads/2022/03/51QXFUxosFL._SY432_BO1204203200_.jpg,https://www.swiddly.com/product/syllabus-2022-23-class-9-french-bookset-new/,"CBSE","Swiddly",600AED,in stock,wc_post_id_8644,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,170AED,new,published,,,,,,,
wc_post_id_8638,"Goosebumps - The Haunted Mask","A must read book for kids who loves tales of terror.",https://www.swiddly.com/wp-content/uploads/2021/12/The-Haunted-Mask-Classic-Goosebumps-4-4-Stine-R.L.-9780545035217-Amazon.com-Books.png,https://www.swiddly.com/product/goosebumps-the-haunted-mask/,"Children Books","Swiddly",15AED,in stock,wc_post_id_8638,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8637,"Diary of a Wimpy Kid - Rodrick Rules","The best comedy book ever read.",https://www.swiddly.com/wp-content/uploads/2021/12/Comic-A-Day-Diary-of-a-Wimpy-Kid-Rodrick-Rules.png,https://www.swiddly.com/product/diary-of-a-wimpy-kid-rodrick-rules/,"Children Books","Swiddly",35AED,in stock,wc_post_id_8637,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,25AED,new,published,,,,,,,
wc_post_id_8636,"Mathematics Icse grade 6","Grade 6 ICSE GUIDE",https://www.swiddly.com/wp-content/uploads/2022/03/35060743._SX318_.jpg,https://www.swiddly.com/product/mathematics-icse-grade-6/,"ICSE","Swiddly",10AED,in stock,wc_post_id_8636,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,8AED,new,published,,,,,,,
wc_post_id_8634,"Grade 7 cbse textbook(pearson)","Grade 7 CBSE textbook",https://www.swiddly.com/wp-content/uploads/2022/03/81H5vnu8a4L.jpg,https://www.swiddly.com/product/grade-7-cbse-textbookpearson/,"CBSE, Children Books","Swiddly",10AED,in stock,wc_post_id_8634,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,8AED,new,published,,,,,,,
wc_post_id_8631,"School books set for grade 8","List of books:- 
English 
Hindi 
Moral Education 
Science 
Social Science 
UAE Social Science",https://www.swiddly.com/wp-content/uploads/2022/03/6B4CADC6-90C9-41AD-BE74-0CF1708D48DC.jpeg,https://www.swiddly.com/product/school-books-set-for-grade-8/,"School Books, CBSE","Swiddly",600AED,in stock,wc_post_id_8631,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,300AED,new,published,,,,,,,
wc_post_id_8622,"Geography social studies Textbook class 8","Geography social studies Textbook class 8",https://www.swiddly.com/wp-content/uploads/2022/03/IMG-9015-scaled.jpg,https://www.swiddly.com/product/geography-social-studies-textbook-class-8/,"School Books, CBSE","Swiddly",50AED,in stock,wc_post_id_8622,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,40AED,new,published,,,,,,,
wc_post_id_8621,"Social and Political life 3 social studies Textbook class 8","Social and Political life 3 social studies Textbook class 8",https://www.swiddly.com/wp-content/uploads/2022/03/IMG-9016-scaled.jpg,https://www.swiddly.com/product/social-and-political-life-3-social-studies-textbook-class-8/,"School Books, CBSE","Swiddly",50AED,in stock,wc_post_id_8621,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,40AED,new,published,,,,,,,
wc_post_id_8620,"Our Pasts 3 history textbook social studies class 8","Our Pasts 3 history textbook social studies class 8",https://www.swiddly.com/wp-content/uploads/2022/03/IMG-9017-scaled.jpg,https://www.swiddly.com/product/our-pasts-3-history-textbook-social-studies-class-8/,"School Books, CBSE","Swiddly",50AED,in stock,wc_post_id_8620,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,45AED,new,published,,,,,,,
wc_post_id_8619,"Eureka plus Textbook class 8","Eureka plus Textbook class 8",https://www.swiddly.com/wp-content/uploads/2022/03/IMG-9018-scaled.jpg,https://www.swiddly.com/product/eureka-plus-textbook-class-8/,"School Books, CBSE","Swiddly",65AED,in stock,wc_post_id_8619,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,50AED,new,published,,,,,,,
wc_post_id_8614,"Wow Maths Textbook Class 8","Wow Maths Textbook Class 8",https://www.swiddly.com/wp-content/uploads/2022/03/IMG-9019-scaled.jpg,https://www.swiddly.com/product/wow-maths-textbook-class-8/,"School Books","Swiddly",60AED,in stock,wc_post_id_8614,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,45AED,new,published,,,,,,,
wc_post_id_8612,"New Pathways Coursebook Class 8-A English","New Pathways Coursebook Class 8-A English",https://www.swiddly.com/wp-content/plugins/facebook-for-woocommerce/assets/images/woocommerce-placeholder.png,https://www.swiddly.com/product/new-pathways-coursebook-class-8-a-english/,"School Books","Swiddly",40AED,in stock,wc_post_id_8612,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,26AED,new,published,,,,,,,
wc_post_id_8610,"new pathways workbook class 8-A english","new pathways workbook class 8-A english",https://www.swiddly.com/wp-content/plugins/facebook-for-woocommerce/assets/images/woocommerce-placeholder.png,https://www.swiddly.com/product/new-pathways-workbook-class-8-a-english-3/,"CBSE","Swiddly",30AED,in stock,wc_post_id_8610,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
wc_post_id_8609,"new pathways workbook class 8-A english","new pathways workbook class 8-A english",https://www.swiddly.com/wp-content/plugins/facebook-for-woocommerce/assets/images/woocommerce-placeholder.png,https://www.swiddly.com/product/new-pathways-workbook-class-8-a-english-2/,"CBSE","Swiddly",30AED,in stock,wc_post_id_8609,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
wc_post_id_8608,"new pathways workbook class 8-A english","new pathways workbook class 8-A english",https://www.swiddly.com/wp-content/plugins/facebook-for-woocommerce/assets/images/woocommerce-placeholder.png,https://www.swiddly.com/product/new-pathways-workbook-class-8-a-english/,"CBSE","Swiddly",30AED,in stock,wc_post_id_8608,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
wc_post_id_8581,"TIAD syllabus 2022-23 - Class 11 Commerce BookSet New","Buy New Book SET for Grade 11 
 
The Bookset Includes following title as per TIAD syllabus 2022-23 : Subject to availability 
 
 
 
Gr 11 Snapshots 
 
 
Gr 11 Hornbill 
 
 
Introducing  Sociology 
 
 
Understanding  Sociology 
 
 
Double Entry Book Keeping Financial Account 
 
 
Business Studies",https://www.swiddly.com/wp-content/uploads/2022/03/kebs1cc.jpg,https://www.swiddly.com/product/tiad-syllabus-2022-23-class-11-commerce-new/,"CBSE","Swiddly",600AED,in stock,wc_post_id_8581,,"https://www.swiddly.com/wp-content/uploads/2022/03/Screenshot-697.png,https://www.swiddly.com/wp-content/uploads/2022/03/ncert_sociology_part_i_for_class_11-1.jpg,https://www.swiddly.com/wp-content/uploads/2022/03/ts_grewal_new_edition.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,600AED,new,published,,,,,,,
wc_post_id_8579,"TIAD syllabus 2022-23 - Class 11 PCME BookSet New","Buy New Book SET for Grade 11 
 
The Bookset Includes following title as per TIAD syllabus 2022-23 : Subject to availability 
 
 
 
Gr 11 Snapshots 
 
 
Gr 11 Hornbill 
 
 
NCERT Physics part 1 
 
 
NCERT Physics part 2 
 
 
 NCERT Chemistry part 1 
 
 
NCERT Chemistry part 2 
 
 
Mathematics XI",https://www.swiddly.com/wp-content/uploads/2022/03/51fVL8RyITL._SX258_BO1204203200_.jpg,https://www.swiddly.com/product/tiad-syllabus-2022-23-class-11-pcme-bookset-new/,"CBSE","Swiddly",600AED,in stock,wc_post_id_8579,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,600AED,new,published,,,,,,,
wc_post_id_8574,"TIAD syllabus 2022-23 - Class 9 French BookSet New","Buy New Book SET for Grade 9 
 
The Bookset Includes following title as per TIAD syllabus 2022-23 : Subject to availability 
 
 
 
English Book Beehive - 9 
 
 
English Book Moments - 9 
 
 
Mathematics - 9 
 
 
Science Text Book - 9 
 
 
Entre Jeunes Textbook -1 
 
 
Cahier D Exercises Work Book -  1 
 
 
India And The Contemporary World - I 
 
 
Democratic Politics  I 
 
 
Contemporary India  I 
 
 
Under Standing Economic Development  I",https://www.swiddly.com/wp-content/uploads/2022/03/51QXFUxosFL._SY432_BO1204203200_.jpg,https://www.swiddly.com/product/tiad-syllabus-2022-23-class-9-french-new/,"CBSE","Swiddly",600AED,in stock,wc_post_id_8574,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,200AED,new,published,,,,,,,
wc_post_id_8573,"Grade 7 French textbook FULL SET","Grade 7 French textbook FULL SET",https://www.swiddly.com/wp-content/uploads/2022/03/20220322_121753.jpg,https://www.swiddly.com/product/french-grade7/,"Indian, CBSE","Swiddly",50AED,in stock,wc_post_id_8573,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8571,"Grade 7 English textbook FULL SET","Grade 7 English textbook FULL SET",https://www.swiddly.com/wp-content/uploads/2022/03/20220322_121734.jpg,https://www.swiddly.com/product/grade-7-english-textbook-full-set/,"Indian, CBSE","Swiddly",50AED,in stock,wc_post_id_8571,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8569,"Grade 7 Science textbook","Grade 7 Science textbook",https://www.swiddly.com/wp-content/uploads/2022/03/20220322_121718.jpg,https://www.swiddly.com/product/grade-7-science-textbook/,"CBSE Guides, Indian","Swiddly",50AED,in stock,wc_post_id_8569,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8567,"Grade 7 Moral Education Volume 2","Grade 7 Moral Education Volume 2",https://www.swiddly.com/wp-content/uploads/2022/03/20220322_121708.jpg,https://www.swiddly.com/product/grade-7-moral-education-volume-2/,"Indian, CBSE","Swiddly",50AED,in stock,wc_post_id_8567,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8565,"Grade 7 Maths textbook","Grade 7 Maths textbook",https://www.swiddly.com/wp-content/uploads/2022/03/20220322_121647.jpg,https://www.swiddly.com/product/grade-7-maths-textbook/,"Indian, CBSE","Swiddly",50AED,in stock,wc_post_id_8565,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8563,"Cambridge English grammar guide for grade 10 and 12","Brand new book good for cbse syllabus and helpful for board students",https://www.swiddly.com/wp-content/uploads/2022/03/20220321_170508-scaled.jpg,https://www.swiddly.com/product/cambridge-english-grammar-guide-for-grade-10-and-12-2/,"Children Books","Swiddly",28AED,in stock,wc_post_id_8563,,"https://www.swiddly.com/wp-content/uploads/2022/03/20220321_170430-scaled.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22AED,new,published,,,,,,,
wc_post_id_8562,"Cambridge English grammar guide for grade 10 and 12","Brand new book good for cbse syllabus and helpful for board students",https://www.swiddly.com/wp-content/uploads/2022/03/20220321_170508-scaled.jpg,https://www.swiddly.com/product/cambridge-english-grammar-guide-for-grade-10-and-12/,"Children Books","Swiddly",25AED,in stock,wc_post_id_8562,,"https://www.swiddly.com/wp-content/uploads/2022/03/20220321_170430-scaled.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8544,"new pathways literature reader class 8-A english","new pathways literature reader class 8-A english",https://www.swiddly.com/wp-content/plugins/facebook-for-woocommerce/assets/images/woocommerce-placeholder.png,https://www.swiddly.com/product/new-pathways-literature-reader-class-8-a-english/,"CBSE","Swiddly",30AED,in stock,wc_post_id_8544,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,10AED,new,published,,,,,,,
wc_post_id_8539,"CBSE Grade 6 Textbooks set","This set has all the essentials for promoting to grade 6. Pickup in Dubai,Bur Dubai, Meena Bazaar,Old city shoes building . Third floor flat no 6",https://www.swiddly.com/wp-content/uploads/2022/03/16476889996553177319536166966426-scaled.jpg,https://www.swiddly.com/product/cbse-class-textbooks-set-3/,"CBSE","Swiddly",150AED,in stock,wc_post_id_8539,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,140AED,new,published,,,,,,,
wc_post_id_8496,"TIAD syllabus 2022-23 - Class 11 PCBE BookSet New","Buy New Book SET for Grade 11 
 
The Bookset Includes following title as per TIAD syllabus 2022-23 : Subject to availability 
 
 
 
Gr 11 Snapshots 
 
 
Gr 11 Hornbill 
 
 
NCERT Physics part 1 
 
 
NCERT Physics part 2 
 
 
 NCERT Chemistry part 1 
 
 
NCERT Chemistry part 2 
 
 
NCERT Biology Textbook - XI 
 
 
NCERT Biology Textbook - XI",https://www.swiddly.com/wp-content/uploads/2022/03/Screenshot-696.png,https://www.swiddly.com/product/tiad-syllabus-2022-23-class-11-bookset-new/,"CBSE","Swiddly",600AED,in stock,wc_post_id_8496,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,200AED,new,published,,,,,,,
wc_post_id_8450,"Ministry of education Arabic vol. 1,2,3 grade 7","Ministry of education Arabic vol. 1,2,3 grade 7",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_9127-Small.jpeg,https://www.swiddly.com/product/ministry-of-education-arabic-vol-123-grade-7-5/,"CBSE","Swiddly",40AED,in stock,wc_post_id_8450,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8440,"WOW Maths 7","WOW Maths 7",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_9132-Small.jpeg,https://www.swiddly.com/product/wow-maths-7-2/,"CBSE","Swiddly",60AED,in stock,wc_post_id_8440,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,40AED,new,published,,,,,,,
wc_post_id_8437,"Vitaan Hindi Coursebook and Grammer Textbook 7","1. text-cum workbook 
2. grammer textbook",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_9134-Small.jpeg,https://www.swiddly.com/product/vitaan-hindi-coursebook-and-grammer-textbook-7-3/,"CBSE","Swiddly",50AED,in stock,wc_post_id_8437,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8429,"New Pathways Coursebook, Workbook and literature","1. 7th grade Books 
2. Coursebook, Workbook and literature reader",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_9136.heic,https://www.swiddly.com/product/new-pathways-coursebook-workbook-and-literature/,"CBSE","Swiddly",50AED,in stock,wc_post_id_8429,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8423,"Eureka Plus Science 7","1. used but in good condition 
2. 7th grade Book 
3. Macmillan education",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_9137.heic,https://www.swiddly.com/product/eureka-plus-science-7/,"CBSE","Swiddly",35AED,in stock,wc_post_id_8423,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,25AED,new,published,,,,,,,
wc_post_id_8421,"UAE Ministry of education Social Studies - Grade 7","1.This book has been rarely used. 
2.All three volumes of the books. 
3.Ministry of education 
4. 7th grade books",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_9122-Small.jpeg,https://www.swiddly.com/product/uae-ministry-of-education-social-studies-grade-7/,"CBSE","Swiddly",40AED,in stock,wc_post_id_8421,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,30AED,new,published,,,,,,,
wc_post_id_8415,"TIAD syllabus 2022-23 - Class 9 Hindi BookSet New","Buy New Book SET for Grade 9 
 
The Bookset Includes following title as per TIAD syllabus 2022-23 : Subject to availability 
 
 
 
English Book Beehive - 9 
 
 
English Book Moments - 9 
 
 
Mathematics - 9 
 
 
Science Text Book - 9 
 
 
Sparsh Bhag-1 
 
 
Hindi Vyakaran Vyom - 1X - X 
 
 
India And The Contemporary World - I 
 
 
Democratic Politics  I 
 
 
Contemporary India  I 
 
 
Under Standing Economic Development  I",https://www.swiddly.com/wp-content/uploads/2022/03/51QXFUxosFL._SY432_BO1204203200_.jpg,https://www.swiddly.com/product/tiad-syllabus-2022-23-class-9-bookset-new/,"CBSE","Swiddly",600AED,in stock,wc_post_id_8415,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,170AED,new,published,,,,,,,
wc_post_id_8414,"Islamic And Arabic COMBO Grade 8 CBSE","2 Islamic Books And 3 Arabic Books 
Islamic part 1 and 2  
Arabic PART 1,2 AND 3",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125246548.jpeg,https://www.swiddly.com/product/islamic-and-arabic-combo-grade-8-cbse/,"School Books, Arabic, CBSE","Swiddly",55AED,in stock,wc_post_id_8414,,"https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125258038.jpeg,https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125026250.jpeg,https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125052957.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,55AED,new,published,,,,,,,
wc_post_id_8405,"NEW PATHWAYS English TextBook,Course Book,Work Book Grade 8 CBSE","Grade 8 CBSE English textbooks",https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125117212-1.jpeg,https://www.swiddly.com/product/new-pathways-english-textbookcourse-bookwork-book-grade-8-cbse/,"School Books, CBSE","Swiddly",25AED,in stock,wc_post_id_8405,,"https://www.swiddly.com/wp-content/uploads/2022/03/IMG_20220304_125133013.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,25AED,new,published,,,,,,,
wc_post_id_8354,"Science guide","Oswaal cbse science question Bank",https://www.swiddly.com/wp-content/uploads/2022/03/20220313_123812-scaled.jpg,https://www.swiddly.com/product/science-guide-2/,"CBSE Guides","Swiddly",35AED,in stock,wc_post_id_8354,,"https://www.swiddly.com/wp-content/uploads/2022/03/16471608158672306207366197574760-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,35AED,new,published,,,,,,,
wc_post_id_8346,"Hindi guide","Hindi guide:Grammer and literature",https://www.swiddly.com/wp-content/uploads/2022/03/1647159048062232815013616118869-scaled.jpg,https://www.swiddly.com/product/hindi-guide-2/,"Other Guides","Swiddly",30AED,in stock,wc_post_id_8346,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,20AED,new,published,,,,,,,
wc_post_id_8310,"Grade 12th NCERT Books Set- PCME -NEW","Buy Grade 12th NCERT Books Set-PCME NEW 
 
Book Set Contains 1 unit of each of the following Books: 
1. NCERT Flamingo – English Core for Class 12 
2. NCERT Vistas – Suppl. Eng Core for Class 12 
3. NCERT Chemistry I for Class 12 
4. NCERT Chemistry II for Class 12 
5. NCERT Physics I for Class 12 
6. NCERT Physics II for Class 12 
 
7. NCERT Mathematics 1 
 
8. NCERT Mathematics 2",https://www.swiddly.com/wp-content/uploads/2022/03/51VutxoGC3L.jpg,https://www.swiddly.com/product/grade12pcme/,"CBSE","Swiddly",375AED,in stock,wc_post_id_8310,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,170AED,new,published,,,,,,,
wc_post_id_8308,"Grade 12th NCERT Books Set- PCBE - NEW","Buy Grade 12th NCERT Books Set- English (PCB) NEW 
 
Book Set Contains 1 unit of each of the following Books: 
1. NCERT Flamingo – English Core for Class 12 
2. NCERT Vistas – Suppl. Eng Core for Class 12 
3. NCERT Biology for Class 12 
4. NCERT Chemistry I for Class 12 
5. NCERT Chemistry II for Class 12 
6. NCERT Physics I for Class 12 
7. NCERT Physics II for Class 12",https://www.swiddly.com/wp-content/uploads/2022/03/grade12.png,https://www.swiddly.com/product/grade12-pcbe/,"CBSE","Swiddly",320AED,in stock,wc_post_id_8308,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,180AED,new,published,,,,,,,
wc_post_id_8303,"Black Beauty","Black Beauty is a classic adventure tale for children to read and enjoy.",https://www.swiddly.com/wp-content/uploads/2022/03/BlackBeauty-scaled.jpg,https://www.swiddly.com/product/black-beauty/,"Children Books","Swiddly",10AED,in stock,wc_post_id_8303,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5AED,new,published,,,,,,,
wc_post_id_8301,"Planet Omar: Accidental Trouble Magnet by Zanib Mian","The first book in the exciting #OwnVoices middle-grade debut starring a Muslim boy with a huge imagination--now in paperback! Welcome to the imaginative brain of Omar! Omar and his family have just moved, and he is NOT excited about starting at a new school.",https://www.swiddly.com/wp-content/uploads/2022/03/Omar-scaled.jpg,https://www.swiddly.com/product/planet-omar-accidental-trouble-magnet-by-zanib-mian/,"Children Books","Swiddly",30AED,in stock,wc_post_id_8301,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15AED,new,published,,,,,,,
